id,regel,modul,severity,status,location,titel,problem,vorschlag,confidence
260,workflow,Vertrieb – Aufträge & Rechnungen,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Customer/Deal/DealMeasurementController.php:93 (index) und 1307 (kanban),Feinaufmaß-Index und Kanban laden alle Datensätze ohne Pagination,"Beide Endpunkte rufen ->get() ohne Limit oder paginate() auf und laden dazu pro Eintrag eager relations (deal, customer, alternative, pvWpDetail, roofs, product, items, offer, detail, editDetail, histories). Mit wachsender Datenmenge führt das zu Memory-Problemen und langen Ladezeiten. Das Kanban lädt zusätzlich per foreach für jeden Eintrag findMeasurementAppointment() und findActiveMeasurementPersonalTask() (weitere Queries).",Pagination für die Listenansicht einführen (->paginate(25)). Für die Kanban-Ansicht Lazy Loading oder AJAX per Spalte implementieren (analog zu deal.kanban.column). findMeasurementAppointment/PersonalTask per eager load oder JOIN statt foreach auflösen.,hoch
261,workflow,Vertrieb – Aufträge & Rechnungen,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Customer/Deal/DealController.php:753–783,statsFromQuery() lädt alle gefilterten Deals in PHP-Memory statt SQL-Aggregation zu nutzen,"Die Statistiken (totalCount, openCount, confirmCount, priceTotal usw.) werden berechnet, indem alle passenden Deals per ->get() vollständig in den PHP-Speicher geladen und dann mit Collection-Methoden (->where, ->count, ->sum) ausgewertet werden. Bei großen Datensätzen (> 1000 Deals) ist das speicher- und zeitintensiv; ein einfaches SELECT COUNT / SUM GROUP BY wäre drastisch effizienter.","Die Statistiken per DB::table('deals')->select(DB::raw('status, COUNT(*) as cnt, SUM(price) as total'))->groupBy('status')->get() berechnen und die Ergebnisse im PHP-Code zusammenfassen. So wird eine einzige aggregierende SQL-Query statt n vollständiger Objekte ausgeführt.",hoch
262,workflow,Vertrieb – Aufträge & Rechnungen,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Customer/Deal/DealController.php:483–487,sidebarData() lädt alle Kunden (NewLeads) ohne Limit bei jedem Listenaufruf,"Bei jedem Aufruf von index/all/junk_list/delete_list wird sidebarData() aufgerufen, das mit NewLeads::query()->...->get() alle Kunden ohne Limit lädt. In produktiven Umgebungen mit Tausenden Kunden wird die gesamte Tabelle in den PHP-Speicher geladen und als Dropdown an die View übergeben.",Sidebar-Dropdowns auf Select2-AJAX-Endpoints umstellen (wie in InvoiceController bereits umgesetzt mit selectCustomers/selectObjects). Alternativ Limit + Suche einführen oder die Kundenliste gecacht ausliefern.,hoch
263,workflow,Artikel,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Product/ProductController.php:1794-1811,allImages() lädt alle ProductImages ohne Limit in JSON-Response,ProductImage::with('product')->get() lädt alle Bilder ohne Pagination oder Limit. Bei einer großen Produktdatenbank (1000+ Bilder) führt das zu hohem Speicher- und Netzwerkverbrauch im Browser.,Pagination einführen (->paginate(50)) oder zumindest ein ->limit(200) und einen Suchparameter ergänzen.,hoch
264,workflow,Finanzen,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/BranchExpenseController.php:241-244,N+1: resource() führt 3+ Queries pro Datensatz in der paginierten Liste aus,"data() lädt die paginierten BranchExpense-Datensätze mit withCount(['rents','insurances','otherCosts']), ruft dann aber per map() für jedes Item resource() auf, das rents()->sum(), insurances()->sum() und otherCosts()->sum() sowie linkedCosts() ausführt. Bei 12 Einträgen pro Seite entstehen mindestens 36 zusätzliche Queries (3 SUM-Queries × 12 Items), plus Schema::hasTable-Checks pro Item.",Die drei Summen per DB-Aggregat vorberechnen (z.B. mit selectRaw-Subqueries oder einer wiederverwendbaren Query-Scope-Methode) und in der Hauptquery für alle Datensätze auf einmal laden.,hoch
265,workflow,Finanzen,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/BranchExpenseController.php:300-301,58",dueAlerts() wird pro Profil-Aufruf dreifach ausgeführt (9 redundante Queries),"Beim Aufruf von profile() werden profileKpis() und dueAlerts() separat aufgerufen. profileKpis() ruft seinerseits dueAlerts() zweimal auf (Zeile 300 und 301) – einmal für due_soon, einmal für overdue. Jeder dueAlerts()-Aufruf startet 3 Datenbankabfragen. Das ergibt 9 Queries nur für Fälligkeitszähler, obwohl 3 ausreichen würden.",dueAlerts() einmal aufrufen und Ergebnis cachen: $alerts = $this->dueAlerts($expense); dann darüber filtern. In profileKpis() das Ergebnis als Parameter übergeben statt neu zu laden.,hoch
266,workflow,Admin & System,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/User/UserRollController.php:114, 304-322",UserRollController::ajaxIndex() führt pro angezeigte Seite N+1 Queries durch matrixForUser(),"Für jeden Benutzer auf der paginierten Seite (default 10) wird matrixForUser() aufgerufen, das eine separate DB-Abfrage (UserRoll::query()->where('user_id', $userId)->get()) auslöst. Bei 10 Benutzern pro Seite entstehen 10 zusätzliche Queries + 8 Analytics-Queries = mindestens 20+ Queries pro Request. Die Analytics-Funktion klonat denselben Base-Query 8-mal.",Alle UserRolls für die aktuell paginierten User-IDs in einer Query laden (wie es der rolls-Block auf Zeile 81-86 macht) und die Matrix client-seitig oder aus diesem gemeinsamen Datensatz ableiten. Analytics in einem einzigen GROUP-BY-Query zusammenfassen.,hoch
267,workflow,MasterSet,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/Product/MasterSet/MasterSetController.php:2008-2082,1376-1410,1910-1988",N einzelne ::create-Aufrufe in den Duplikations-Methoden des MasterSetControllers (kein Batch-Insert),"duplicateLaborToTarget(), duplicateTasksToTarget(), duplicateTasksToTarget()/task.labor und duplicateComponentsToTarget() iterieren jeweils über die Quell-Collection und erzeugen pro Zeile ein einzelnes Eloquent::create(). Bei einem MasterSet mit 50 Labor-Einträgen, 30 Tasks und 5 Checklisten entstehen mindestens 85 INSERTs. Transaktions-Schutz ist vorhanden (Zeile 1779), die Einzelausführung bleibt trotzdem unnötig langsam.",Rows in ein Array sammeln und mit Model::insert($rows) oder DB::table()->insert($rows) als Batch ausführen. Für timestamps beforehand now() setzen.,hoch
268,workflow,Planner,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/CustomerPhaseListController.php:53,CustomerPhaseListController lädt Product::all() innerhalb einer Request-Verarbeitung,"In einem Request der CustomerPhaseList wird Product::all() ohne Spaltenauswahl geladen (Zeile 53). Da dieser Controller je nach Produkt-Varianten auch mehrfach für denselben Kunden aufgerufen werden kann, wird die vollständige Produkttabelle ohne Filter in den Speicher geladen.","Product::select('id','name','article_group')->orderBy('article_group')->get() verwenden. Mit Cache::remember für kurze TTL wenn die Produktliste sich selten ändert.",mittel
269,architektur,Vertrieb – Aufträge & Rechnungen,niedrig,unverifiziert (mittel/niedrig),app/Http/Controllers/Customer/Deal/DealController.php:59–208 (dealActivitySqlParts),37 Schema::hasTable/hasColumn-Aufrufe im DealController in Hot-Paths,"dealActivitySqlParts() und verwandte Methoden rufen Schema::hasTable/hasColumn 37 Mal auf. Diese Methoden führen bei jedem Request INFORMATION_SCHEMA-Abfragen aus (wenn kein Schema-Cache vorhanden), was in Produktionsumgebungen ohne Schema-Caching spürbar die Latenz erhöht. Die Methode wird bei jedem index/all/junk_list/delete_list-Aufruf eingesetzt.","Schema-Checks in einen gecachten Service auslagern (z.B. app('schema.cache')->hasTable()), oder eine einmalige Konfigurationsprüfung beim App-Start. In Laravel kann php artisan config:cache / Route::cache genutzt werden; für Schema-Checks empfiehlt sich Cache::remember('schema_tables', 3600, ...).",mittel
270,architektur,Querschnitt,niedrig,unverifiziert (mittel/niedrig),resources/views/admin/new_leads/customer_profile.blade.php:1,Blade-Monolithen: customer_profile.blade.php (23.145L) und new_leads/layouts/profile.blade.php (12.352L),"customer_profile.blade.php hat 23.145 Zeilen (6 @php-Blöcke, 2 DB-Aufrufe). new_leads/layouts/profile.blade.php hat 12.352 Zeilen (11 @php-Blöcke). Beide sind nicht wartbare Monolithen, die trotz @include- bzw. @php-Fragmentierung keine echte Komponenten-Trennung kennen.","Blade-Komponenten-Architektur einführen: <x-customer.profile-header />, <x-customer.product-list />, <x-customer.notes-section /> etc. Jede Komponente kapselt ihre Logik und ihr Template.",mittel
271,blade,Personal / HR,niedrig,unverifiziert (mittel/niedrig),resources/views/admin/employee/old Code/employee_profile.blade copy.php:1,Veraltete Copy-Dateien im Views-Verzeichnis,"Im Verzeichnis 'resources/views/admin/employee/old Code/' liegen 'employee_profile.blade copy.php' und 'profile.blade.php'. Diese Dateien sind nicht in Routen oder Controllern referenziert, werden aber im Git-Repository mitgeführt. employee_profile.blade copy.php enthält {!! $item->purpose !!} (Zeile 620) — unescapte Ausgabe aus Datenbankfeld ohne Bereinigung. ssemployee_add.blade.php ist eine weitere Duplikat-View neben employee_add.blade.php.","Verzeichnis 'old Code' und alle darin enthaltenen Blade-Dateien sowie ssemployee_add.blade.php aus dem Repository löschen. Sicherstellen, dass keine Route auf diese Views verweist.",hoch
272,blade,Admin & System,niedrig,unverifiziert (mittel/niedrig),"resources/views/admin/user/admin_user.blade.php:7-671, resources/views/admin/user/user_roll.blade.php:7-33",Massives Inline-CSS in admin_user.blade.php und user_roll.blade.php (Monster-Views),"admin_user.blade.php enthält 1585 Zeilen, davon ca. 665 Zeilen reines Inline-CSS in einem @section('style')-Block. user_roll.blade.php hat 260 Zeilen, fast ausschließlich CSS in minifizierter Form. Wiederverwendbare UI-Elemente (ua-btn, ua-modal, ua-stat-Klassen) sind vollständig dupliziert anstatt in gemeinsame Stylesheets oder Blade-Komponenten ausgelagert zu sein.",CSS in dedizierte SCSS/CSS-Dateien auslagern (z. B. resources/css/admin-users.css). Modale und Karten als Blade-Komponenten (@component) extrahieren.,hoch
273,konsistenz,Dashboard & Berichte,niedrig,unverifiziert (mittel/niedrig),"app/Http/Controllers/EmployeeDashboardController.php:407,553,558","Debug-Log-Statements (SQL, Bindings, Filter) in Produktionscode belassen","Log::info('Filters received', [...]), Log::info('Appointment SQL:', ['sql' => $query->toSql(), 'bindings' => ...]) und Log::info('requested', [$request->all()]) schreiben bei jedem Dashboard-Request vollständige SQL-Queries und Benutzerdaten in die Logdatei. Das erhöht das Log-Volumen und kann sensible Mitarbeiterdaten in Logs exponieren.",Debug-Log-Statements entfernen oder mit if (config('app.debug')) absichern. In Produktion nur Errors/Warnings loggen.,hoch
274,konsistenz,Support – Tickets,niedrig,unverifiziert (mittel/niedrig),resources/views/admin/problem/problem_board.blade.php:18 vs. problem.blade.php:9 und profile.blade.php:5,Inkonsistente @section('style') vs @push('style') Nutzung in Views,"problem_board.blade.php verwendet @once/@push('style'), alle anderen Views (problem.blade.php, profile.blade.php, problem_edit.blade.php, problem_close.blade.php, comment.blade.php) verwenden @section('style'). Bei @section wird der Inhalt nur gerendert wenn das Layout @yield('style') aufruft und nicht durch andere Sections überschrieben. @push('styles') ist die moderne, stapelbare Methode. Die Inkonsistenz kann dazu führen, dass CSS-Blöcke sich je nach Layout-Umsetzung gegenseitig überschreiben.",Alle Views auf @push('styles') / @stack('styles') vereinheitlichen und im Layout entsprechend @stack('styles') platzieren. Dadurch werden alle Style-Blöcke aus allen Views korrekt gesammelt.,mittel
275,konsistenz,Finanzen,niedrig,unverifiziert (mittel/niedrig),"app/Http/Controllers/Inventory/AssetInstallmentController.php:94,172,198",AssetInstallmentController: falsche Flash-Message-Keys und Tippfehler in Erfolgsmeldungen,"Erfolgsmeldungen werden in 'delete_msg' statt 'save_msg' gespeichert (Zeile 94, 172). In der Fehlermeldung nach einem erfolgreichen Speichern steht 'Der Datensatz wurd erfulgreich gespeichert!' (Typo, kein richtiges Deutsch). Zeile 198 (destroy) schreibt ebenfalls 'wurd erfulgreich'. Diese Keys werden von den Views als rote Toast-Meldungen angezeigt.","Erfolgsmeldungen konsequent in 'save_msg' einsetzen, Fehlermeldungen in 'delete_msg'. Deutsch korrigieren: 'wurde erfolgreich'.",hoch
276,konsistenz,Admin & System,niedrig,unverifiziert (mittel/niedrig),"app/Http/Controllers/User/UserController.php:65, routes/web.php:2208",Tippfehler 'hasPremission' durchgängig im Code und Routennamen,"Die Methode heißt hasPremission (statt hasPermission), die Route heißt user.has_permission. Im selben Codebase verwendet User::hasPermission() die korrekte Schreibweise. Inkonsistenz erschwert die Suche und ist fehleranfällig bei String-Vergleichen (z. B. Middleware-Matching).",Methode und Routennamen auf hasPermission umbenennen; alle Aufrufer anpassen.,hoch
277,konsistenz,Querschnitt,niedrig,unverifiziert (mittel/niedrig),"routes/web.php:440,452,456,460,466,476 (dashboard.), 481,486 (admin.)","Duplizierte Route-Gruppen: 'dashboard.'-Namespace 5-mal, 'admin.'-Namespace 3-mal separat definiert","Statt einen einzigen Route::middleware(['auth'])->prefix('dashboard')->name('dashboard.')->group() Block zu nutzen, werden 5 separate identisch konfigurierte Gruppen geöffnet. Das erhöht den Wartungsaufwand und birgt das Risiko, bei Middleware-Änderungen nicht alle Gruppen zu aktualisieren.",Alle dashboard.*-Routen in eine einzige Gruppe zusammenführen. Gleiches für admin.*-Routen.,hoch
278,konsistenz,Querschnitt,niedrig,unverifiziert (mittel/niedrig),"resources/views/admin/fusion/index.blade.php:151, resources/views/admin/offer/offer/configuration/wp/index.blade.php:1325–1344",toLocaleString() ohne Locale-Parameter in deutschen Views,"toLocaleString() ohne Parameter ist Browser-abhängig und gibt je nach System-Locale unterschiedliche Formate aus (englisches Datum oder deutsche Zahl). In einer deutschen Anwendung sollte immer toLocaleString('de-DE') oder toLocaleString('de-DE', {options}) genutzt werden.","Alle toLocaleString()-Aufrufe durch toLocaleString('de-DE') oder toLocaleString('de-DE', { minimumFractionDigits: 0 }) ersetzen.",mittel
279,plausibilitaet,Reporting,niedrig,unverifiziert (mittel/niedrig),app/Http/Controllers/Report/OverdueCenterController.php:892-899,OverdueCenterController lädt bis zu 4.100 Zeilen pro AJAX-Aufruf ohne DB-seitige Sortierung,"Die Sortierung (oldest/newest/most_overdue) wird vollständig in PHP auf dem gesamten in-memory Datensatz ausgeführt (sortBy/sortByDesc) bevor per slice() paginiert wird. DB-seitige ORDER BY wird damit nie genutzt, auch wenn nur die erste Seite angezeigt wird.",ORDER BY direkt in die SQL-Abfragen jedes Sub-Typs einbauen und LIMIT auf seitengerechte Größe reduzieren (z. B. perPage + offset). Alternativ Cursor-Pagination pro Typ mit AJAX-Nachladen.,mittel
280,redundanz,CRM – Leads & Kunden,niedrig,unverifiziert (mittel/niedrig),"app/Http/Controllers/Customer/NewLeadsController.php:624,1057,1769","Doppelte Qualifizierungs-Logik in store(), details_update() und qualified()","Die Status-Bestimmungslogik (QUALIFIZIERT / KEINE KONTAKTDATEN / bitte per Brief / per E-Mail / telefonisch) ist identisch dreimal implementiert: in store() (ab L624), in details_update() (ab L1057) und in qualified() (ab L1769). Änderungen müssen dreifach gepflegt werden – was bereits zu den Inkonsistenzen bei Leerzeichen geführt hat.","Logik in private function calculateQualificationStatus(string $street, string $postcode, string $city, ?string $email, ?string $phone, ?string $telephone): string auslagern und an allen drei Stellen aufrufen.",hoch
